id,繁體字,部首,筆畫,普通話拼音,粵拼,學習階段,字例,相關詞語數目,相關詞語
1188,幾,幺,12,jǐ；jī,gei2〔己〕；gei1〔機〕,第一學習階段,,2,幾乎、幾何
1189,序,广,7,xù,zeoi6〔敘〕,第一學習階段,,6,工序、次序、秩序、循序漸進、程序、順序
1190,庇,广,7,bì,bei3〔祕〕,第二學習階段,,2,庇護、蔭庇
1192,店,广,8,diɑ̀n,dim3〔惦〕,第一學習階段,,7,店鋪、店舖、便利店、書店、酒店、商店、飯店
1193,府,广,8,fǔ,fu2〔苦〕,第一學習階段,,2,官府、政府
1194,底,广,8,dǐ,dai2〔抵〕,第一學習階段,①反抗到底 ②到底有什麼問題,9,底下、底片、底線、心底、月底、年底、到底、海底、徹底
1197,度,广,9,dù；duó,dou6〔道〕；dok6〔鐸〕,第一學習階段,①溫度 ②測度,31,度身訂做、度過、度數、一度、再度、年度、角度、制度、知名度、長度、限度、風度、高度、密度、強度、深度、速度、幅度、程度、進度、量度、極度、過度、態度、調度、濃度、濕度、闊度、難度、温度、温度計
1198,庫,广,10,kù,fu3〔副〕,第一學習階段,,6,水庫、水塘、水庫、倉庫、國庫、寶庫
1199,庭,广,10,tíng,ting4〔亭〕,第一學習階段,,3,庭院、法庭、家庭
1200,座,广,10,zuò,zo6〔助〕,第一學習階段,,6,座位、座談、座駕、在座、賣座、講座
1201,康,广,11,kɑ̄ng,hong1〔腔〕,第一學習階段,,3,康復、康樂、健康
1202,庸,广,11,yōng,jung4〔容〕,第二學習階段,,1,毋庸置疑
1206,廊,广,12,lɑ́ng,long4〔郎〕,第一學習階段,,3,走廊、畫廊、髮廊
1207,廂,广,12,xiɑ̄ng,soeng1〔商〕,第一學習階段,,1,車廂
1208,廁,广,12,cè,ci3〔次〕,第一學習階段,,2,廁所、公廁
1209,廉,广,13,liɑ́n,lim4〔簾〕,第一學習階段,,5,廉政、廉潔、低廉、忌廉、奶油
1210,廈,广,13,shɑ̀,haa6〔夏〕,第一學習階段,,1,大廈
1213,廢,广,15,fèi,fai3〔肺〕,第二學習階段,①他不是廢物 ②廢物利用,5,廢物、廢除、廢墟、殘廢、頹廢
1214,廚,广,15,chú,cyu4〔躇〕；ceoi4〔除〕,第一學習階段,,2,廚房、廚師
1215,廟,广,15,miɑ̀o,miu6〔妙〕,第一學習階段,,1,寺廟
1217,廣,广,15,guɑ̌ng,gwong2〔光2〕,第一學習階段,,10,廣大、廣州、廣告、廣東、廣泛、廣場、廣播、廣闊、推廣、寬廣
1218,廠,广,15,chɑ̌ng,cong2〔敞〕,第一學習階段,,3,廠房、廠商、工廠
1219,龐,广,19,pɑ́ng,pong4〔旁〕,第一學習階段,,3,龐大、面龐、臉龐
1221,廳,广,25,tīng,teng1〔他鄭1〕,第一學習階段,,4,大廳、客廳、茶餐廳、餐廳
1222,廷,廴,7,tíng,ting4〔亭〕,第二學習階段,,1,朝廷
1223,延,廴,8,yɑ́n,jin4〔言〕,第一學習階段,,6,延伸、延長、延誤、延緩、延續、蔓延
1224,建,廴,9,jiɑ̀n,gin3〔見〕,第一學習階段,,12,建立、建交、建國、建設、建造、建築、建議、承建、修建、基建、興建、擴建
1227,弄,廾,7,nòng,lung6〔龍6〕,第一學習階段,,2,作弄、玩弄
1229,弊,廾,14,bì,bai6〔敝〕,第二學習階段,,4,弊病、弊端、作弊、利弊
1230,式,弋,6,shì,sik1〔色〕,第二學習階段,,12,式樣、公式、方式、正式、各式各樣、形式、格式、款式、程式、算式、儀式、模式
1232,弓,弓,3,gōng,gung1〔工〕,第一學習階段,,1,彈弓
1233,弔,弓,4,diɑ̀o,diu3〔釣〕,第二學習階段,,1,憑弔
1234,引,弓,4,yǐn,jan5〔蚓〕,第一學習階段,,11,引人入勝、引用、引致、引起、引發、引進、引誘、引導、引擎、吸引、指引
1235,弘,弓,5,hóng,wang4〔宏〕,第二學習階段,,1,弘揚
1237,弛,弓,6,chí,ci4〔持〕,第二學習階段,,1,鬆弛
1238,弟,弓,7,dì,dai6〔第〕,第一學習階段,,6,弟兄、弟弟、子弟、兄弟、表弟、徒弟
1239,弦,弓,8,xiɑ́n,jin4〔言〕,第二學習階段,,2,扣人心弦、管弦樂
1240,弧,弓,8,hú,wu4〔胡〕,第一學習階段,,1,括弧
1243,弱,弓,10,ruò,joek6〔若〕,第一學習階段,,14,弱能、弱智、弱點、削弱、疲弱、脆弱、衰弱、強弱、軟弱、減弱、虛弱、微弱、懦弱、薄弱
1244,張,弓,11,zhɑ̄ng,zoeng1〔章〕,第一學習階段,,10,張貼、張開、大張旗鼓、主張、紙張、慌張、誇張、緊張、擴張、囂張
1245,強,弓,11,qiɑ́ng；qiɑ̌ng；jiɑ̀ng,koeng4〔彊〕；koeng5〔鏹〕,第二學習階段,①強調 ②勉強,23,強大、強化、強壯、強制、強勁、強度、強迫、強弱、強烈、強盛、強盜、強硬、強勢、強調、加強、列強、自強、勉強、倔強、堅強、富強、頑強、增強
1248,彈,弓,15,dɑ̀n；tɑ́n,daan6〔但〕；taan4〔壇〕,第一學習階段,①彈藥 ②彈奏,9,彈弓、彈性、彈藥、子彈、反彈、炸彈、炮彈、飛彈、導彈
1249,彌,弓,17,mí,nei4〔尼〕；mei4〔眉〕,第二學習階段,,1,彌補
1250,彎,弓,22,wɑ̄n,waan1〔灣〕,第一學習階段,,3,彎曲、拐彎、轉彎
1251,彗,彐,11,huì,seoi6〔瑞〕,第一學習階段,,1,彗星
1254,形,彡,7,xíng,jing4〔仍〕,第一學習階段,,28,形式、形成、形狀、形容、形象、形勢、形態、形體、三角形、外形、正方形、地形、多邊形、字形、長方形、情形、梯形、無形、無形中、菱形、象形、圓形、畸形、圖形、橢圓形、隱形、雛形、體形
1258,彩,彡,11,cɑ̌i,coi2〔採〕,第二學習階段,,11,彩色、彩虹、七彩、五彩繽紛、光彩、多姿多彩、多彩多姿、色彩、博彩、精采、精彩
1261,彰,彡,14,zhɑ̄ng,zoeng1〔章〕,第二學習階段,,1,表彰
1262,影,彡,15,yǐng,jing2〔映〕,第一學習階段,,18,電影院、影院、影子、影片、影迷、影視、影像、影碟、影藝、影響、背影、陰影、黑影、電影、錄像、錄影、蹤影、攝影
1263,彷,彳,7,fɑ̌ng,fong2〔訪〕,第二學習階段,,1,彷彿
1264,役,彳,7,yì,jik6〔亦〕,第二學習階段,,3,服役、勞役、戰役
1265,往,彳,8,wɑ̌ng,wong5〔汪5〕,第一學習階段,,12,往事、往來、往往、往後、往常、以往、交往、來往、前往、通往、過往、嚮往
1266,征,彳,8,zhēng,zing1〔晶〕,第二學習階段,,1,征服
1267,彿,彳,8,fú,fat1〔忽〕,第二學習階段,,1,彷彿
1268,彼,彳,8,bǐ,bei2〔比〕,第二學習階段,,2,彼此、彼岸
1269,很,彳,9,hěn,han2〔狠〕,第一學習階段,,0,
1270,待,彳,9,dɑ̀i,doi6〔代〕,第二學習階段,,12,待遇、有待、招待、看待、虐待、迫不及待、急不及待、接待、期待、等待、對待、優待
1271,律,彳,9,lǜ,leot6〔栗〕,第一學習階段,,12,律政、律師、一律、大律師、自律、沙律、沙拉、法律、紀律、旋律、規律、韻律
1272,徊,彳,9,huɑ́i,wui4〔回〕,第二學習階段,,1,徘徊
1274,後,彳,9,hòu,hau6〔后〕,第一學習階段,①後天再來吧 ②受後天環境影響,36,後人、後天、後方、後世、後代、後來、後果、後者、後悔、後退、後裔、後頭、後續、後顧之憂、繼父、後父、繼母、後母、今後、日後、以後、先後、走後門、身後、往後、押後、爭先恐後、前後、背後、最後、然後、稍後、落後、過後、幕後、隨後
1275,徒,彳,10,tú,tou4〔逃〕,第一學習階段,,7,徒刑、徒弟、歹徒、兇徒、信徒、叛徒、匪徒
1276,徑,彳,10,jìng,ging3〔敬〕,第一學習階段,,5,半徑、田徑、直徑、途徑、路徑
1277,徐,彳,10,xú,ceoi4〔除〕,第二學習階段,,1,徐徐
1278,得,彳,11,dé；děi；de,dak1〔德〕,第一學習階段,①記得 ②得到 ③下雨了，得打傘,45,得了、得分、得天獨厚、得心應手、得主、得以、得失、得到、得知、得益、得逞、得意、得當、不由得、不見得、不得、不得了、不得已、不得不、心得、只得、免得、使得、來得及、取得、怪不得、所得、恨不得、省得、值得、記得、捨不得、捨得、奪得、認得、樂得、曉得、懂得、獲得、總得、難得、難得一見、覺得、贏得、顯得
1279,徙,彳,11,xǐ,saai2〔壐〕,第二學習階段,,1,遷徙
1280,徘,彳,11,pɑ́i,pui4〔培〕,第二學習階段,,1,徘徊
1281,從,彳,11,cóng,cung4〔松〕；sung1〔鬆〕,第一學習階段,,19,重新、從新、從小、從中、從此、從而、從事、從來、從前、從容、從業員、力不從心、自從、何去何從、侍從、服從、無所適從、無從、聽從
1282,御,彳,11,yù,jyu6〔喻〕,第二學習階段,,1,御用
1283,復,彳,12,fù,fuk6〔伏〕；fuk1〔福〕,第一學習階段,,12,復元、復活、復原、復興、復蘇、復甦、反復、光復、回復、恢復、康復、報復
1284,循,彳,12,xún,ceon4〔旬〕,第二學習階段,,2,循序漸進、循環
1287,微,彳,13,wēi,mei4〔眉〕,第一學習階段,,13,微小、微不足道、微妙、微波、微型、微弱、微笑、微微、細微、無微不至、稍微、輕微、顯微鏡
1288,徹,彳,15,chè,cit3〔設〕,第二學習階段,,4,徹底、貫徹、貫徹始終、透徹
1289,德,彳,15,dé,dak1〔得〕,第一學習階段,,4,德育、公德心、品德、道德
1290,徵,彳,15,zhēng,zing1〔征〕,第二學習階段,,8,徵文、徵收、徵求、徵狀、特徵、病徵、象徵、應徵
1291,徽,彳,17,huī,fai1〔揮〕,第二學習階段,,1,徽章
1292,心,心,4,xīn,sam1〔森〕,第一學習階段,①用心學習 ②別有用心,81,心中、心血、心事、心底、心思、心急、心得、心情、心理、心意、心愛、心腸、心跳、心裏、心境、心態、心滿意足、心頭、心聲、心曠神怡、心願、心臟、心臟病、心靈、一心、人心、力不從心、小心、小心翼翼、中心、內心、公德心、用心、全心全意、匠心獨運、安心、扣人心弦、灰心、別出心裁、決心、良心、身心、忠心、放心、空心、信心、恆心、狠心、耐心、背心、重心、核心、留心、真心、衷心、專心、專心致志、得心應手、掉以輕心、粗心、細心、貪心、野心、掌心、提心吊膽、無心、虛心、開心、傷心、圓心、愛心、疑心、精心、熱心、賞心悦目、操心、擔心、隨心所欲、點心、關心、觸目驚心
1293,必,心,5,bì,bit1〔別1〕,第二學習階段,,9,必定、必要、必然、必須、必需、不必、未必、何必、勢必
1294,忙,心,6,mɑ́ng,mong4〔亡〕,第一學習階段,,8,忙碌、匆忙、急忙、連忙、慌忙、趕忙、幫忙、繁忙
1296,忘,心,7,wɑ̀ng,mong4〔亡〕,第一學習階段,,5,忘卻、忘記、淡忘、遺忘、難忘
1297,忌,心,7,jì,gei6〔技〕,第二學習階段,,2,忌廉、奶油
1298,志,心,7,zhì,zi3〔至〕,第一學習階段,,8,志向、志願、立志、同志、鬥志、專心致志、眾志成城、意志
1299,忍,心,7,rěn,jan2〔隱〕,第一學習階段,,7,忍不住、忍受、忍耐、忍無可忍、不忍、容忍、殘忍
1300,忱,心,7,chén,sam4〔岑〕,第二學習階段,,1,熱忱
1301,快,心,7,kuɑ̀i,faai3〔塊〕,第一學習階段,,16,快活、快捷、快速、快樂、快餐、加快、飛快、涼快、爽快、愉快、痛快、趕快、輕快、儘快、盡快、歡快
1303,忠,心,8,zhōng,zung1〔終〕,第一學習階段,,5,忠心、忠告、忠誠、忠實、盡忠職守
1304,忽,心,8,hū,fat1〔惚〕,第一學習階段,,5,忽而、忽略、忽然、忽視、疏忽
1305,念,心,8,niɑ̀n,nim6〔唸〕,第一學習階段,,13,念書、念頭、信念、思念、紀念、紀念品、紀念碑、留念、悼念、掛念、概念、懷念、觀念
1306,忿,心,8,fèn,fan5〔憤〕,第二學習階段,,1,忿忿不平
1308,怯,心,8,qiè,hip3〔協〕,第二學習階段,,1,膽怯
1310,怖,心,8,bù,bou3〔布〕,第一學習階段,,1,恐怖
1311,怪,心,8,guɑ̀i,gwaai3〔乖3〕,第一學習階段,①颱風迫近，怪不得這麼悶熱 ②這也怪不得他,9,怪不得、怪物、怪獸、古怪、妖怪、奇怪、責怪、趣怪、難怪
1313,怕,心,8,pɑ̀,paa3〔爬3〕,第一學習階段,,5,可怕、生怕、哪怕、害怕、恐怕
1314,性,心,8,xìng,sing3〔聖〕,第一學習階段,,16,性別、性命、性格、性能、性情、性質、人性、可能性、任性、耐性、個性、特性、索性、異性、惡性、彈性
1315,怡,心,8,yí,ji4〔兒〕,第二學習階段,,1,心曠神怡
1316,思,心,9,sī,si1〔私〕；si3〔試〕,第一學習階段,,14,思考、思念、思索、思想、思維、不可思議、不好意思、心思、有意思、沉思、深思、意思、構思、顧名思義
1317,怒,心,9,nù,nou6〔奴6〕,第一學習階段,,2,怒火、憤怒
1318,怠,心,9,dɑ̀i,toi5〔殆〕,第二學習階段,,1,怠慢
1319,急,心,9,jí,gap1〔機邑1〕,第一學習階段,,14,急忙、急促、急救、急速、急劇、急躁、迫不及待、急不及待、心急、危急、焦急、當務之急、緊急、着急
1320,怎,心,9,zěn,zam2〔枕〕,第一學習階段,,3,怎麼、怎麼樣、怎樣
1321,怨,心,9,yuɑ̀n,jyun3〔冤3〕,第二學習階段,,4,怨言、抱怨、埋怨、恩怨
1322,恨,心,9,hèn,han6〔很6〕,第二學習階段,,3,恨不得、仇恨、憎恨
1323,恢,心,9,huī,fui1〔灰〕,第二學習階段,,1,恢復
1324,恆,心,9,héng,hang4〔衡〕,第一學習階段,,2,恆心、永恆
1327,恍,心,9,huɑ̌ng,fong2〔仿〕,第二學習階段,,2,恍惚、恍然
1329,恰,心,9,qiɑ̀,hap1〔洽〕,第一學習階段,,3,恰好、恰恰、恰當
1331,恤,心,9,xù,seot1〔摔〕,第一學習階段,,4,恤衫、襯衫、襯衣、撫恤
1334,恥,心,10,chǐ,ci2〔此〕,第一學習階段,,4,可恥、知恥、羞恥、無恥
1335,恐,心,10,kǒng,hung2〔孔〕,第一學習階段,,6,恐怖、恐怕、恐龍、恐嚇、恐懼、爭先恐後
1336,恭,心,10,gōng,gung1〔工〕,第一學習階段,,2,恭喜、恭賀
1337,恩,心,10,ēn,jan1〔欣〕,第一學習階段,,4,恩人、恩怨、恩情、知恩感戴
1338,恕,心,10,shù,syu3〔戍〕,第二學習階段,,2,寬恕、饒恕
1339,息,心,10,xī,sik1〔色〕,第一學習階段,,12,息息相關、入息、小息、休息、利息、信息、氣息、消息、訊息、窒息、棲息、歇息
1341,悦,心,10,yuè,jyut6〔月〕,第一學習階段,,3,悦耳、喜悦、賞心悦目
1342,悟,心,10,wù,ng6〔誤〕,第二學習階段,,2,領悟、覺悟
1346,悄,心,10,qiɑ̄o,ciu2〔愀〕；ciu3〔肖〕,第一學習階段,,1,悄悄
1347,悔,心,10,huǐ,fui3〔誨〕,第一學習階段,,2,後悔、懊悔
1349,患,心,11,huɑ̀n,waan6〔幻〕,第二學習階段,,3,患者、人滿之患、憂患
1350,悉,心,11,xī,sik1〔色〕,第二學習階段,,3,熟悉、據悉、獲悉
1351,悠,心,11,yōu,jau4〔由〕,第一學習階段,,3,悠久、悠悠、悠閒
1352,您,心,11,nín,nei5〔你〕,第一學習階段,,0,
1353,惋,心,11,wɑ̌n,jyun2〔院〕,第二學習階段,,1,惋惜
1354,悴,心,11,cuì,seoi6〔遂〕,第二學習階段,,1,憔悴
1355,惦,心,11,diɑ̀n,dim3〔店〕,第一學習階段,,1,惦記
1356,悽,心,11,qī,cai1〔妻〕,第二學習階段,,1,悽慘
1357,情,心,11,qíng,cing4〔呈〕,第一學習階段,,43,情人、情形、情況、情報、情景、情感、情節、情緒、情誼、情調、情趣、情懷、情願、人情、人情味、友情、心情、交情、同情、色情、抒情、災情、事情、性情、表情、風情、恩情、案情、病情、真情、神情、深情、無情、感情、愛情、痴情、詳情、盡情、劇情、熱情、激情、親情、鍾情
1360,惜,心,11,xī,sik1〔式〕,第一學習階段,,5,不惜、可惜、珍惜、惋惜、愛惜
1361,悼,心,11,dɑ̀o,dou6〔杜〕,第二學習階段,,3,悼念、哀悼、追悼
1363,惕,心,11,tì,tik1〔剔〕,第二學習階段,,1,警惕
1365,惟,心,11,wéi,wai4〔圍〕,第二學習階段,,6,唯一、惟一、唯有、惟有、唯獨、惟獨
1367,惚,心,11,hū,fat1〔忽〕,第二學習階段,,1,恍惚
1368,惑,心,12,huò,waak6〔或〕,第二學習階段,,3,迷惑、疑惑、誘惑
1369,惡,心,12,è；wù,ok3〔岳3〕；wu3〔户3〕,第一學習階段,①罪惡 ②可惡,9,惡化、惡劣、惡性、兇惡、作惡、邪惡、罪惡、厭惡、醜惡
1370,惠,心,12,huì,wai6〔位〕,第二學習階段,,3,惠顧、受惠、優惠
1371,悶,心,12,mēn；mèn,mun6〔懣〕,第一學習階段,①悶熱 ②沉悶,3,悶熱、沉悶、苦悶
1372,悲,心,12,bēi,bei1〔卑〕,第二學習階段,,8,悲哀、悲痛、悲傷、悲慘、悲劇、悲憤、悲觀、慈悲
1374,惰,心,12,duò,do6〔墮〕,第一學習階段,,1,懶惰
1375,慨,心,12,kɑ̌i,koi3〔丐〕,第二學習階段,,3,慨歎、感慨、慷慨
1376,愣,心,12,lèng,ling6〔令〕,第二學習階段,,0,
1382,惱,心,12,nɑ̌o,nou5〔努〕,第一學習階段,,2,苦惱、煩惱
1384,惶,心,12,huɑ́ng,wong4〔皇〕,第二學習階段,,1,驚惶
1385,愉,心,12,yú,jyu4〔如〕,第一學習階段,,1,愉快
1387,意,心,13,yì,ji3〔懿〕,第一學習階段,①粗心大意 ②段落大意,47,意外、意志、意見、意味、意思、意義、意圖、意識、意願、大意、不好意思、介意、心意、心滿意足、主意、出人意料、出人意表、失意、民意、生意、任意、全心全意、同意、在意、好意、如意、有意、有意思、決意、刻意、注意、玩意（兒）、故意、留意、得意、創意、寓意、無意、善意、敬意、誠意、歉意、滿意、寫意、樂意、隨意、願意
1388,想,心,13,xiɑ̌ng,soeng2〔賞〕,第一學習階段,,16,想方設法、想法、想像、不堪設想、幻想、回想、空想、思想、猜想、理想、設想、感想、夢想、構想、聯想、着想
1389,惹,心,13,rě,je5〔野〕,第二學習階段,,0,
1390,愚,心,13,yú,jyu4〔余〕,第一學習階段,,2,愚公移山、愚蠢
1391,感,心,13,gɑ̌n,gam2〔敢〕,第一學習階段,,23,感人、感受、感冒、感染、感動、感情、感慨、感想、感歎、感激、感應、感謝、感覺、感觸、好感、知恩感戴、美感、情感、敏感、傷感、歸屬感、靈感、觀感
